"373","373","C1","Noche","D17","80","Mat1001","Análisis Matemático I","60","30","0","1","Héctor Luis","González","Doctor En Física","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"374","374","C2","Noche","B10","35","Mat1001","Análisis Matemático I","60","30","0","1","Susana Graciela","Ríos","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"375","375","C1","Noche","A09","80","Mat1001","Análisis Matemático I","60","30","0","1","Roberto Augusto","López","Ingeniero Civil","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"376","376","C2","Noche","B13","60","Mat1001","Análisis Matemático I","60","30","0","1","Ignacio Ramón","Ibáñez","Magíster En Seguridad Informática","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"377","377","C1","Tarde","A17","35","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Héctor Luis","González","Doctor En Física","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"378","378","C2","Mañana","C04","30","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Pilar Estela","Molina","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"379","379","C1","Noche","B20","45","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Natalia Belén","Castro","Magíster En Telecomunicaciones","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"380","380","C2","Noche","L11","50","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","María Elena","Rodríguez","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"381","381","C1","Noche","A10","35","Fis1001","Física I","45","30","15","1","Ana Paula","Martínez","Magíster En Matemática Aplicada","Adjunto","Simple","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"382","382","C2","Noche","B15","60","Fis1001","Física I","45","30","15","1","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"383","383","C1","Tarde","L12","80","Fis1001","Física I","45","30","15","1","Pilar Estela","Molina","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"384","384","C2","Tarde","D05","45","Fis1001","Física I","45","30","15","1","Mariana Soledad","Pereira","Magíster En Matemática","Adjunto","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"385","385","C1","Noche","D08","80","Qui1001","Química General","30","15","30","1","Marcelo Adrián","Gutiérrez","Magíster En Inteligencia Artificial","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"386","386","C2","Noche","D12","45","Qui1001","Química General","30","15","30","1","Ignacio Ramón","Ibáñez","Magíster En Seguridad Informática","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"387","387","C1","Tarde","B20","30","Qui1001","Química General","30","15","30","1","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"388","388","C2","Noche","A16","40","Qui1001","Química General","30","15","30","1","Eduardo Martín","Vargas","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"389","389","C1","Noche","D15","35","Mat2001","Análisis Matemático Ii","60","30","0","2","Carolina Florencia","Díaz","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"390","390","C2","Tarde","L11","45","Mat2001","Análisis Matemático Ii","60","30","0","2","Carlos Alberto","García","Ingeniero En Sistemas","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"391","391","C1","Noche","A16","40","Mat2001","Análisis Matemático Ii","60","30","0","2","Silvina Beatriz","Fernández","Ingeniera Electrónica","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"392","392","C2","Noche","L07","45","Mat2001","Análisis Matemático Ii","60","30","0","2","Sandra Mabel","Fuentes","Magíster En Sistemas Embebidos","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"393","393","C2","Noche","L15","35","Mat3001","Análisis Matemático Iii","45","30","0","3","Verónica Adriana","Rojas","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"394","394","C2","Noche","L02","60","Mat3001","Análisis Matemático Iii","45","30","0","3","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"395","395","C2","Mañana","D18","35","Inf3004","Paradigmas De Programación","45","15","15","3","Nicolás Emilio","Suárez","Magíster En Redes","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"396","396","C2","Noche","B10","45","Inf3004","Paradigmas De Programación","45","15","15","3","Nicolás Emilio","Suárez","Magíster En Redes","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"397","397","C1","Noche","L18","50","Mat1001","Análisis Matemático I","60","30","0","1","Susana Graciela","Ríos","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"398","398","C2","Mañana","D03","45","Mat1001","Análisis Matemático I","60","30","0","1","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"399","399","C1","Noche","D04","60","Mat1001","Análisis Matemático I","60","30","0","1","María Elena","Rodríguez","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"400","400","C2","Tarde","B03","35","Mat1001","Análisis Matemático I","60","30","0","1","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"401","401","C1","Mañana","L10","60","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Gustavo Raúl","Medina","Doctor En Matemática","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"402","402","C2","Tarde","D06","40","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Valeria Soledad","Herrera","Ingeniera Electrónica","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"403","403","C1","Noche","B07","30","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Patricia Andrea","Ramírez","Doctora En Química","Titular","Exclusiva","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"404","404","C2","Noche","B05","80","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Mariana Soledad","Pereira","Magíster En Matemática","Adjunto","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"405","405","C1","Noche","B04","35","Fis1001","Física I","45","30","15","1","Pilar Estela","Molina","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"406","406","C2","Noche","D03","35","Fis1001","Física I","45","30","15","1","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"407","407","C1","Noche","B20","80","Fis1001","Física I","45","30","15","1","Carolina Florencia","Díaz","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"408","408","C2","Noche","A07","80","Fis1001","Física I","45","30","15","1","Roberto Augusto","López","Ingeniero Civil","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"409","409","C1","Tarde","A16","30","Qui1001","Química General","30","15","30","1","Diego Marcelo","Torres","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"410","410","C2","Tarde","A06","60","Qui1001","Química General","30","15","30","1","Facundo Ezequiel","Jiménez","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"411","411","C1","Tarde","D02","40","Qui1001","Química General","30","15","30","1","Gabriela Inés","Flores","Magíster En Sistemas De Información","Asociado","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"412","412","C2","Tarde","L08","45","Qui1001","Química General","30","15","30","1","Gabriela Inés","Flores","Magíster En Sistemas De Información","Asociado","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"413","413","C1","Noche","C13","60","Inf1001","Algoritmos Y Estructuras De Datos","30","15","30","1","Carolina Florencia","Díaz","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"414","414","C2","Mañana","C07","35","Inf1001","Algoritmos Y Estructuras De Datos","30","15","30","1","Héctor Luis","González","Doctor En Física","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"415","415","C1","Noche","C14","50","Inf1001","Algoritmos Y Estructuras De Datos","30","15","30","1","Gustavo Raúl","Medina","Doctor En Matemática","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"416","416","C2","Noche","D17","40","Inf1001","Algoritmos Y Estructuras De Datos","30","15","30","1","Gustavo Raúl","Medina","Doctor En Matemática","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"417","417","C1","Tarde","C06","60","Mat2001","Análisis Matemático Ii","60","30","0","2","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"418","418","C2","Noche","B04","30","Mat2001","Análisis Matemático Ii","60","30","0","2","Verónica Adriana","Rojas","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"419","419","C1","Noche","L16","35","Mat2001","Análisis Matemático Ii","60","30","0","2","Facundo Ezequiel","Jiménez","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"420","420","C2","Noche","L06","45","Mat2001","Análisis Matemático Ii","60","30","0","2","Fernando Daniel","Reyes","Doctor En Física","Asociado","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"421","421","C1","Noche","C09","60","Fis2001","Física Ii","45","30","15","2","Rodrigo Matías","Campos","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"422","422","C2","Tarde","L03","30","Fis2001","Física Ii","45","30","15","2","Alejandro José","Núñez","Ingeniero Electrónico","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"423","423","C1","Noche","A19","30","Fis2001","Física Ii","45","30","15","2","Facundo Ezequiel","Jiménez","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"424","424","C2","Tarde","D01","30","Fis2001","Física Ii","45","30","15","2","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"425","425","C1","Noche","C17","40","Inf2001","Programación Orientada A Objetos","30","15","30","2","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"426","426","C2","Tarde","D05","60","Inf2001","Programación Orientada A Objetos","30","15","30","2","Rodrigo Matías","Campos","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"427","427","C1","Noche","A13","80","Inf2001","Programación Orientada A Objetos","30","15","30","2","Héctor Luis","González","Doctor En Física","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"428","428","C2","Mañana","B17","50","Inf2001","Programación Orientada A Objetos","30","15","30","2","Roberto Augusto","López","Ingeniero Civil","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"429","429","C1","Tarde","D09","45","Inf2002","Arquitectura De Computadoras","45","15","15","2","Nicolás Emilio","Suárez","Magíster En Redes","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"430","430","C2","Noche","A01","45","Inf2002","Arquitectura De Computadoras","45","15","15","2","Marcelo Adrián","Gutiérrez","Magíster En Inteligencia Artificial","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"431","431","C1","Tarde","L18","60","Inf2002","Arquitectura De Computadoras","45","15","15","2","Mariana Soledad","Pereira","Magíster En Matemática","Adjunto","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"432","432","C2","Tarde","B05","30","Inf2002","Arquitectura De Computadoras","45","15","15","2","Ana Paula","Martínez","Magíster En Matemática Aplicada","Adjunto","Simple","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"433","433","C1","Noche","D17","30","Mat3001","Análisis Matemático Iii","45","30","0","3","Mónica Patricia","Serrano","Doctora En Química Industrial","Asociado","Semi-Exclusiva","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"434","434","C2","Noche","C19","45","Mat3001","Análisis Matemático Iii","45","30","0","3","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"435","435","C1","Noche","A19","80","Inf3001","Base De Datos","30","15","30","3","Mónica Patricia","Serrano","Doctora En Química Industrial","Asociado","Semi-Exclusiva","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"436","436","C2","Tarde","D11","40","Inf3001","Base De Datos","30","15","30","3","Jorge Osvaldo","Sánchez","Magíster En Ingeniería Industrial","Titular","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"437","437","C2","Tarde","A20","40","Inf3002","Ingeniería De Software I","45","15","15","3","Mónica Patricia","Serrano","Doctora En Química Industrial","Asociado","Semi-Exclusiva","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"438","438","C2","Noche","C01","60","Inf3002","Ingeniería De Software I","45","15","15","3","Diego Marcelo","Torres","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"439","439","C2","Noche","B14","60","Inf3003","Sistemas Operativos","30","15","30","3","Gustavo Raúl","Medina","Doctor En Matemática","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"440","440","C1","Mañana","C03","60","Inf3003","Sistemas Operativos","30","15","30","3","Fernando Daniel","Reyes","Doctor En Física","Asociado","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"441","441","C2","Tarde","A06","50","Inf3005","Redes De Computadoras","30","15","30","3","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"442","442","C1","Tarde","D05","35","Inf3005","Redes De Computadoras","30","15","30","3","Pablo Sebastián","Ruiz","Doctor En Ingeniería","Titular","Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"443","443","C2","Noche","D12","45","Inf3005","Redes De Computadoras","30","15","30","3","Patricia Andrea","Ramírez","Doctora En Química","Titular","Exclusiva","Ingeniería Química","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"444","444","C1","Tarde","L09","40","Inf4001","Ingeniería De Software Ii","45","15","15","4","Verónica Adriana","Rojas","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"445","445","C1","Tarde","L11","35","Inf4001","Ingeniería De Software Ii","45","15","15","4","Pablo Sebastián","Ruiz","Doctor En Ingeniería","Titular","Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"446","446","C1","Noche","A19","45","Inf4002","Inteligencia Artificial","30","15","30","4","Mariana Soledad","Pereira","Magíster En Matemática","Adjunto","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"447","447","C2","Noche","A03","30","Inf4002","Inteligencia Artificial","30","15","30","4","Alejandro José","Núñez","Ingeniero Electrónico","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"448","448","C1","Noche","C16","30","Inf4002","Inteligencia Artificial","30","15","30","4","Natalia Belén","Castro","Magíster En Telecomunicaciones","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"449","449","C1","Noche","A08","45","Inf4003","Gestión De Proyectos","45","15","0","4","Claudia Verónica","Morales","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"450","450","C2","Mañana","L03","80","Inf4003","Gestión De Proyectos","45","15","0","4","Luis Alberto","Vera","Ingeniero Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"451","451","C2","Mañana","C20","40","Inf4003","Gestión De Proyectos","45","15","0","4","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"452","452","C2","Noche","L04","80","Inf4004","Seguridad Informática","30","15","30","4","Facundo Ezequiel","Jiménez","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"453","453","C1","Mañana","L10","35","Inf4004","Seguridad Informática","30","15","30","4","Alejandro José","Núñez","Ingeniero Electrónico","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"454","454","C2","Tarde","B20","35","Inf4004","Seguridad Informática","30","15","30","4","Eduardo Martín","Vargas","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"455","455","C1","Tarde","B06","30","Inf4005","Diseño De Sistemas","45","15","15","4","Pilar Estela","Molina","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"456","456","C2","Noche","B07","40","Inf4005","Diseño De Sistemas","45","15","15","4","Silvina Beatriz","Fernández","Ingeniera Electrónica","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"457","457","C1","Noche","C14","35","Inf5001","Proyecto Final","15","0","60","5","Diego Marcelo","Torres","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"458","458","C1","Noche","L19","45","Inf5001","Proyecto Final","15","0","60","5","Rodrigo Matías","Campos","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"459","459","C2","Noche","A08","80","Inf4006","Aprendizaje Automático","30","15","30","4","Susana Graciela","Ríos","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"460","460","C2","Noche","C14","40","Inf4006","Aprendizaje Automático","30","15","30","4","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"461","461","C1","Tarde","B13","40","Inf4007","Desarrollo De Aplicaciones Web","30","15","30","4","Ana Paula","Martínez","Magíster En Matemática Aplicada","Adjunto","Simple","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"462","462","C1","Noche","B14","60","Inf4007","Desarrollo De Aplicaciones Web","30","15","30","4","María Elena","Rodríguez","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"463","463","C1","Noche","D20","35","Mat1001","Análisis Matemático I","60","30","0","1","Diego Marcelo","Torres","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"464","464","C2","Mañana","D18","50","Mat1001","Análisis Matemático I","60","30","0","1","Fernando Daniel","Reyes","Doctor En Física","Asociado","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"465","465","C1","Mañana","A14","35","Mat1001","Análisis Matemático I","60","30","0","1","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"466","466","C2","Noche","L04","50","Mat1001","Análisis Matemático I","60","30","0","1","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"467","467","C1","Noche","A11","30","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Carlos Alberto","García","Ingeniero En Sistemas","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"468","468","C2","Tarde","A01","35","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Facundo Ezequiel","Jiménez","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"469","469","C1","Tarde","C01","35","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"470","470","C2","Noche","A14","50","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Marcelo Adrián","Gutiérrez","Magíster En Inteligencia Artificial","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"471","471","C1","Noche","D08","40","Fis1001","Física I","45","30","15","1","Sofía Valentina","Vega","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"472","472","C2","Tarde","C16","80","Fis1001","Física I","45","30","15","1","Leandro Damián","Acosta","Doctor En Ingeniería Civil","Titular","Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"473","473","C1","Mañana","B03","45","Fis1001","Física I","45","30","15","1","Carolina Florencia","Díaz","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"474","474","C2","Tarde","L02","50","Fis1001","Física I","45","30","15","1","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"475","475","C1","Noche","C16","30","Qui1001","Química General","30","15","30","1","Diego Marcelo","Torres","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"476","476","C2","Noche","B17","45","Qui1001","Química General","30","15","30","1","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"477","477","C1","Tarde","D13","80","Qui1001","Química General","30","15","30","1","Diego Marcelo","Torres","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
"478","478","C2","Mañana","C18","40","Qui1001","Química General","30","15","30","1","Jorge Osvaldo","Sánchez","Magíster En Ingeniería Industrial","Titular","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Córdoba","Córdoba","Córdoba","2026-05-26",\N,"1"
